"","Date","Time","Location","Operator","Flight #","Route","AC  Type","Registration","cn / ln","Aboard","Fatalities","Ground","Summary","formatted_date","formatted_time","total_aboard","passengers_aboard","crew_aboard","total_fatalities","passengers_fatalities","crew_fatalities","fixed_location","latitude","longitude"
"3665","May 11, 1990",NA,"Manila, Philippines","Philippine Air Lines",NA,"Manila - Iloilo","Boeing B-737-3Y0","EI-BZG","24466","119 (passengers:113 crew:6)","8 (passengers:8 crew:0)",0,"There was an explosion in the center fuel tank while the aircraft was being pushed back for flight. Ignition of vapors in the empty center tank probably resulted from faulty wiring. Several causes have been presumed including chafed insulation on the wiring for the center fuel tank float level switch and damaged insulation on the wiring of the nearby wing anti-ice valve.",1990-05-11,NA,119,113,6,8,8,0,"Manila, Philippines",14.5822592,120.9748038
"3666","May 18, 1990","625","Manila, Philippines","Aerolift Philippines","75","Manila - Surigao City","Beechcraft 1900C-1","RP-C314","UC-46","21 (passengers:19 crew:2)","21 (passengers:19 crew:2)",4,"Crashed shortly after taking off. The aircraft never gained more than 400 feet in altitude and crashed into houses killing four people. Failure of the right engine, after which, the pilot made an immediate right turn, stalled the aircraft and crashed. Failure to maintain adequate flying speed and altitude due to the pilot's inability to properly perform the specified emergency procedures following a malfunction of the right engine immediately after take off. Failure of the engine.",1990-05-18,06:25:00,21,19,2,21,19,2,"Manila, Philippines",14.5822592,120.9748038
"3667","June 06, 1990","1900","Thistle Lake, Northwest Territory, Canada","Ptarmigan Airways",NA,NA,"de Havilland Canada DHC-6 Twin Otter 300","C-FWAB","349","2 (passengers:0 crew:2)","2 (passengers:0 crew:2)",0,"The cargo plane failed to gain altitude and crashed into a parked helicopter.",1990-06-06,19:00:00,2,0,2,2,0,2,"Thistle Lake, Northwest Territory, Canada",44.39986,-64.350012
"3668","June 06, 1990","529","Near Altamira, Brazil","TABA",NA,"Belem - Altamira","Fairchild FH-227B","PT-ICA","570","42 (passengers:39 crew:3)","23 (passengers:21 crew:2)",0,"The pilot switched to VFR in IFR conditions, struck trees 1 km short of runway in heavy ground fog. Pilot error.",1990-06-06,05:29:00,42,39,3,23,21,2,"Altamira, Brazil",-3.1937118,-52.2048342
"3669","June 10, 1990","733","Oxfordshire, England","British Airways","5390","Birmingham, England - Malaga, Spain","BAC One-Eleven 528FL","G-BJRT","BAC 234","87 (passengers:81 crew:6)","0 (passengers:0 crew:0)",0,"While en route, at FL 173, a large section of windshield fell away from the aircraft. The decompression pulled the captain out from under his seatbelt. Despite trying to hold onto the yoke, the captain was sucked out into the opening. A steward in the cockpit was able to grab hold of his legs. Another steward was able to strap himself into the vacant seat and aid in holding onto the captain's legs. The co-pilot wearing full restraints made an emergency landing at Southampton. The captain remained half way out of the aircraft for 15 minutes and suffered only frostbite and some fractures. Improper bolts used to replace the windshield two days earlier.",1990-06-10,07:33:00,87,81,6,0,0,0,"Oxordshire, England",51.76577,-1.32233
"3670","July 05, 1990",NA,"Near Port Morseby, New Guinea","Douglas Airways",NA,"Port Moresby-Woitape","Britten-Norman 2B-21 Islander","P2-DNJ","857","12 (passengers:11 crew:1)","8 (passengers:7 crew:1)",0,"Struck a ridge in poor weather 35km from Port Morseby while en route to Woltape.",1990-07-05,NA,12,11,1,8,7,1,"Port Morseby, New Guinea",-9.4670693,147.1960341
"3671","July 27, 1990",NA,"Near Maymaneh, Afghanistan","Military - Afghan Republican Air Force",NA,NA,"Mil Mi-8 (helicopter)",NA,NA,"30 (passengers:25 crew:5)","30 (passengers:25 crew:5)",0,"Shot down by rebel forces.",1990-07-27,NA,30,25,5,30,25,5,"Maymaneh, Aghanistan",35.92139,64.78361
"3672","July 31, 1990",NA,"Near Huanuco, Peru","Servicio Expresso Nacional",NA,NA,"Beech King Air B90","OB-1362","LJ-0448","9 (passengers:8 crew:1)","9 (passengers:8 crew:1)",0,"Crashed during an emergency landing.",1990-07-31,NA,9,8,1,9,8,1,"Huanuco, Peru",-9.9269326,-76.2422186
"3673","August 01, 1990","1110","Stepanakert, Azerbaijan, USSR","Aeroflot",NA,"Yerevan - Zvartnots","Yakovlev YAK-40","CCCP-87453","9431036","47 (passengers:43 crew:4)","47 (passengers:43 crew:4)",0,"The aircraft crashed into a cloud covered mountain at 2,520m, 22km from its destination. Premature descent.",1990-08-01,11:10:00,47,43,4,47,43,4,"Stepanakert, Azerbaijan, USSR",39.813128,46.750423
"3674","August 10, 1990",NA,"Near Shindand, Afghanistan","Military - Afghan Republican Air Force",NA,NA,"Antonov AN-12",NA,NA,"83 (passengers:78 crew:5)","83 (passengers:78 crew:5)",0,"Crashed shortly after takeoff. Mechanical failure or possibly shot down.",1990-08-10,NA,83,78,5,83,78,5,"Shindand, Aghanistan",33.3070564,62.1364174
"3675","August 27, 1990","100","Elkhorn, Wisconsin","Private - Omniflight Helicopters","-","Elkhorn, WI - Chicago, IL","Bell BHT-206-B Helicopter","N16933","23338","5 (passengers:4 crew:1)","5 (passengers:4 crew:1)",0,"Four helicopters were being used to night transport a concert group. The helicopter in question remained at a lower altitude and crashed into terrain soon after taking off into fog. Blues guitarist Stevie Ray Vaughan, 35 was killed. Eric Clapton was originally going to be on the helicopter but gave his seat to Vaughan. Failure of the pilot to attain adequate altitude before flying over rising terrain. Factors related to the accident were: darkness, fog, haze, rising terrain, and the lack of visual cues that were available to the pilot.",1990-08-27,01:00:00,5,4,1,5,4,1,"Elkhorn, Wisconsin",42.671889,-88.544799
"3676","August 29, 1990","34","Near Kaiserslautern, Germany","Military - U.S. Air Force",NA,"Ramstein AB - Rhein-Main AB","Lockheed C-5A","68-0228","31","17 (passengers:9 crew:8)","13 (passengers:6 crew:7)",0,"Just after taking off, the aircraft drifted to the left and clipped trees eventually crashing 3,000 ft. past the end of the runway. Possible inadvertent deployment of a thrust reverser.",1990-08-29,00:34:00,17,9,8,13,6,7,"Kaiserslautern, Germany",49.445456,7.768863999
"3677","September 03, 1990","1520","Kaltag, Alaska","Frontier Flying Service",NA,"Nulato, AK - Kaltag, AK","Piper PA-31-325 Navajo","N59783","317612024","10 (passengers:9 crew:1)","3 (passengers:3 crew:0)",0,"Crashed after loosing the No. 2 engine.Failure of the pilot to maintain adequate altitude after becoming distracted with an engine problem. Loss of power in the No. 2 engine for unknown reasons.",1990-09-03,15:20:00,10,9,1,3,3,0,"Kaltag, Alaska",64.327437,-158.7227699
"3678","September 11, 1990","1530","Off Newfoundland, Canada","Faucett",NA,"Malta - Miami - Reykjavík - Gander","Boeing B-727-247","OB-1303","20266/760","18 (passengers:15 crew:3)","18 (passengers:15 crew:3)",0,"The aircraft ran out of fuel and crashed into the sea. The last message that was heard from the crew was they were low on fuel and preparing to ditch.",1990-09-11,15:30:00,18,15,3,18,15,3,"Newfoundland, Canada",52.848032413,-60.404553074
"3679","September 12, 1990",NA,"Off Sondre Stromfjord, Greenland","Nuna Air",NA,"Sondre Stomfjord - Goose Bay","Cessna 441 Conquest II","OY-CGM","229","8 (passengers:6 crew:2)","8 (passengers:6 crew:2)",0,"Crashed into the sea 80nm southwest of its departure point. According to ATC tapes, the crew was being incapacitated by hypoxia prior to crashing.",1990-09-12,NA,8,6,2,8,6,2,"Sondre Stromfjord, Greenland",66.5,-52.11667
"3680","September 14, 1990","153","Koltsovo, Russia","Aeroflot",NA,"Volgograd - Sverdlovsk","Yakovlev YAK-42","CCCP-42351","1811379","128 (passengers:122 crew:6)","4 (passengers:3 crew:1)",0,"The aircraft undershot on approach and crashed 1,700m short of the runway. It is reported that the crew, who was apparently fatigued, failed to correctly follow procedures. The accident happened at night.",1990-09-14,01:53:00,128,122,6,4,3,1,"Koltsovo, Russia",54.9376,83.1825
"3681","September 20, 1990","1940","Off Fernando de Noronha, Brazil","SUDENE",NA,"Fernando de Noronha - Recife","Embraer 110P1 Bandeirante","PT-FAW","110368","12 (passengers:10 crew:2)","12 (passengers:10 crew:2)",0,"The predeparture check lists were carried out by the first officer, while the captain arrived late. The aircraft s taxied out immediately and it is presumed that the crew did not carry out the pretakeoff checklist. The airplane took off, entered a steep climb and turned right. Shortly afterwards the plane dove into the sea. Both pilots had very little experience on Bandeirante planes.",1990-09-20,19:40:00,12,10,2,12,10,2,"Fernando de Noronha, Brazil",-3.8460421,-32.4120387
"3682","September 24, 1990","702","San Luis Obispo, California","HiTech Helicopters",NA,"Van Nuys, CA - San Luis Obispo, CA","Cessna 501 Citation","N79DD","500-0254","4 (passengers:2 crew:2)","4 (passengers:2 crew:2)",0,"Crashed short of the runway into a Eucalyptus tree while making an approach to Runway 11 in heavy fog. The pilot's improper IFR procedure. His failure to maintain the minimum descent altitude for the adverse weather was a related factor.",1990-09-24,07:02:00,4,2,2,4,2,2,"San Luis Obispo, Caliornia",35.282619,-120.660014
"3683","October 02, 1990","915","Guangzhou, China","China Southern Airlines / Xiamen Airlines","?/8301","Guangzhou - Shanghi","Boeing B-737-247 / Boeing B-757-21B","B-2812/B-2510","24758/282 / 23189/1072","226 (passengers:205 crew:21)","128 (passengers:121 crew:7)",0,"Shortly after taking off a hijacker entered the cockpit and demanded to be flown to Hong Kong. The captain circled for 30 minutes and after a struggle in the cockpit, attempted to land at Guangzhou, hitting the runway hard, clipping a B-707, crashing into a B-757, filpping over and bursing into flames. Eighty-two aboard the B-737 and 46 aboard the B-757 were killed. Later figures suggest the death toll was 132 and included the hijacker and driver of a vehicle.",1990-10-02,09:15:00,226,205,21,128,121,7,"Guangzhou, China",23.11667,113.25
"3684","October 03, 1990","2008","Cape Canaveral, Florida","Eastern Air Lines","791",NA,"McDonnell Douglas DC-9-31","N8923E","45838/104","97 (passengers:91 crew:6)","1 (passengers:1 crew:0)",0,"The aircraft experienced severe turbulence after entering overhang of a thunderstorm at FL 310. Three passengers received serious injuries. One passenger died 20 days after the accident. Failure of the captain to follow procedures by allowing the aircraft to continue into the overhang anvil of a thunderstorm. Failure of the passengers to abide by instructions concerning the use of seat belts. Failure of the flight attendants to enforce the use of seat belts.",1990-10-03,20:08:00,97,91,6,1,1,0,"Cape Canaal, Florida",25.14235,-81.06619
"3685","October 19, 1990","1525","Near Bella Vista, Bolivia","BAFIN",NA,"Bella Vista - La Paz","Douglas C-47B-40-DK","CP-735","15805/33553","4 (passengers:2 crew:2)","4 (passengers:2 crew:2)",0,"Disappeared en route. Wreckage found 6 years later in the Andes.",1990-10-19,15:25:00,4,2,2,4,2,2,"Bella Vista, Bolivia",-19.5325778,-67.0606361
"3686","October 24, 1990","158","Santiago de Cuba, Cuba","Cubana de Aviacion","2886","Camaguey - Santiago de Cuba","Yakovlev YAK-40","CU-T1202","9631449","31 (passengers:24 crew:7)","11 (passengers:9 crew:2)",0,"Struck the ground 2.5 miles short of the runway at a high rate of speed in rain and reduced visibility. Pilot error. Continuing VFR flight in IFR conditions.",1990-10-24,01:58:00,31,24,7,11,9,2,"Santiago de Cuba, Cuba",20.0250167,-75.8213257
"3687","November 14, 1990","1911","Stadelberg, Switzerland","Alitalia","404","Milano - Zürich","McDonnell Douglas DC-9-32","I-ATJA","47641/746","46 (passengers:40 crew:6)","46 (passengers:40 crew:6)",0,"The aircraft continued to descend after intercepting the glide slope and hit high ground 6 miles from the airport. False indication of VHF NAV on unit No.1 in the aircraft. Possible misread altimeter by the pilot-in-command. Lack of GPWS warning in the cockpit. Crew was not aware of the possibility of incorrect indications in the NAV equipment in use. Non-compliance with basic procedural instructions during the approach. ATC did not observe the leaving of the cleared altitude of 4,000 ft.",1990-11-14,19:11:00,46,40,6,46,40,6,"Stadelberg, Switzerland",47.400088086,8.955793011
"3688","November 18, 1990",NA,"Near Medellin, Colombia","SATENA",NA,"Quibdó - Bogotá","CASA 212 Aviocar 200","FAC-1150","303","16 (passengers:12 crew:4)","16 (passengers:12 crew:4)",0,"Crashed into a jungle mountain, Mt. Los Farllones, in poor weather. Controlled flight into terrain.",1990-11-18,NA,16,12,4,16,12,4,"Medellin, Colombia",6.2482172,-75.5800345
"3689","November 19, 1990","1400","Near Ashkhabad, Turkmenistan, USSR","Aeroflot",NA,NA,"Mil Mi-8T","CCCP-22389","7270","15 (passengers:13 crew:2)","15 (passengers:13 crew:2)",0,"Crashed landed after experiencing severe turbulence and engine failure.",1990-11-19,14:00:00,15,13,2,15,13,2,"Ashkhabad, Turkmenistan, USSR",37.95,58.38333
"3690","November 21, 1990","1115","Koh Samui, Thailand","Bangkok Airways","125","Bangkok - Koh Samui","de Havilland Canada DHC-8-103","OB-1358","T210-63675","38 (passengers:33 crew:5)","38 (passengers:33 crew:5)",0,"After receiving a runway change, the crew executed a missed approach. They became confused on which way to go. They entered an area of clouds and heavy rain, became disoriented and descended in a left wing down attitude until they impacted the ground at a coconut plantation. The pilots experienced spatial disorientation which resulted in improper control of the aircraft. Numerous procedural errors and poor cockpit discipline by the crew. The pilot flew into weather conditions where he had no visual reference. Lack of cross-checking and monitoring of altitude. Improper monitoring the flight instruments.",1990-11-21,11:15:00,38,33,5,38,33,5,"Koh Samui, Thailand",9.53567,99.93567
"3691","November 25, 1990",NA,"Off Ravenna, Italy","Eitos",NA,NA,"Aerospatiale 330J Puma","I-EHPA","1133","13 (passengers:12 crew:1)","13 (passengers:12 crew:1)",0,"The helicopter crashed into the sea during a storm.",1990-11-25,NA,13,12,1,13,12,1,"Ravenna, Italy",44.4157367,12.1965892
"3692","December 03, 1990","1345","Romulus, Michigan","Northwest Airlines/ Northwest Airlines","299/1482","Detroit - Pittsburg","Boeing B-727-251 / MD Douglas DC-9-14","N278US/N3313L","21157 / 45708/77","198 (passengers:186 crew:12)","8 (passengers:7 crew:1)",0,"Ground collision in dense fog. The 727 was on its takeoff roll when the DC-9 taxied onto the active runway. The tip of the 727 cut into the fuselage of the DC-9. Improper crew coordination aboard the DC-9. Failure of the DC-9 crew to stop and alert ATC of positional uncertainty. Poor signage of taxiways. Eight killed aboard the DC-9. None aboard the B-727.",1990-12-03,13:45:00,198,186,12,8,7,1,"Romulus, Michigan",42.220519,-83.385307
"3693","December 04, 1990",NA,"Nairobi, Kenya","Sudania Air Cargo",NA,"Khartoum - Nairobi","Boeing B-707-320F","ST-SAC","19377/666","10 (passengers:7 crew:3)","10 (passengers:7 crew:3)",0,"Undershot the runway by 4km on a second approach, hit powerlines and crashed in fog.",1990-12-04,NA,10,7,3,10,7,3,"Nairobi, Kenya",-1.2857857,36.8200253
"3694","December 06, 1990",NA,"Near Matak, Indonesia","Pelita Air Service",NA,NA,"IPTN 332C Super Puma","PK-PUI","NSP4/2022","12 (passengers:? crew:?)","10 (passengers:? crew:?)",0,"The helicopter crashed into the sea.",1990-12-06,NA,12,NA,NA,10,NA,NA,"Matak, Indonesia",3.3134732,106.2397067
"3695","January 10, 1991","1800","Near Paramo Mucuti, Venezuela","Military - Venezuelan Navy",NA,"Caracas - Merida","CASA 212 Aviocar 200","ARV-0209","264","22 (passengers:19 crew:3)","21 (passengers:18 crew:3)",0,"Crashed into Paramo Mucuti Mountain, 35 miles from it's destination of Merida. The last message from the pilot was he was unable to land because of adverse weather conditions and was declaring an emergency. The flight was transporting a funeral party for a Navy flyer killed a few days before. The only survivor was another Navy flyer who had also survived the earlier accident.",1991-01-10,18:00:00,22,19,3,21,18,3,"Paramo Mucuti, Venezuela",8.44001,-63.83246
"3696","January 30, 1991","1300","Jalaludin, Indonesia","Merpati Nusantara Airlines",NA,"Manado - Gorontalo","CASA 212 Aviocar 200","PK-NCY","258/78N","21 (passengers:18 crew:3)","1 (passengers:1 crew:0)",0,"The plane made a forced landing during poor weather conditions and crashed into trees on a ridge. All passengers survived but one elderly passenger died while waiting for rescue.",1991-01-30,13:00:00,21,18,3,1,1,0,"Jalaludin, Indonesia",-6.09858,106.58425
"3697","January 31, 1991",NA,"Near Ras Al Khafji, Saudi Arabia","Lockheed AC-130H Hercules",NA,NA,"Military - U.S. Air Force","69-6567","4341","14 (passengers:0 crew:14)","14 (passengers:0 crew:14)",0,"Shot down by a surface-to-air missile during operation Desert Storm.",1991-01-31,NA,14,0,14,14,0,14,"Ras Al Khaji, Saudi Arabia",28.43905,48.49132
"3698","February 01, 1991","1807","LAX, Los Angeles, California","USAir / Skywest Airlines","1493/5569","Columbus - Los Angeles \ Los Angeles - Fresno","Boeing B-737-300 / Swearingen SA-227AC","N388US/N683AV","23310/1145 / AC-683","101 (passengers:93 crew:8)","34 (passengers:30 crew:4)",0,"The Skywest Metroliner was told to taxi into position for takeoff and hold. The ATC became preoccupied with another aircraft that departed the tower frequency. A Wings West aircraft reporting ""ready for takeoff"", caused some confusion because the controller didn't have a flight progress strip in front of her. The strip appeared to have been misfiled at the clearance delivery position. The USAir, which was cleared to land, struck the rear of the Metroliner. After the collision, both planes slid off the runway into an unoccupied fire station and burst into flames.The failure of the Los Angeles Air Traffic facility management to implement procedures that provided redundancy comparable to the requirements contained in the National Operational Position Standards and the failure of the FAA ATS to provide adequate policy direction and oversight to its ATC facility managers. These failures created an environment in the Los Angeles ATC tower that ultimately led to the failure of the controller to maintain awareness of the traffic situation, culminating in the inappropriate clearances and the subsequent collision of the USAir and SkyWest aircraft. Twenty-two killed aboard the USAir and all 12 aboard the Metroliner. One additional person died 31 days after the accident making it 35 killed.",1991-02-01,18:07:00,101,93,8,34,30,4,"LAX, Los Angeles, Caliornia",33.9435233,-118.4085523
"3699","February 05, 1991","1251","Near Nea Ankhialos, Greece","Military - Hellenic Air Force",NA,"Elefsis AB - Volos-Néa Anchialos","Lockheed C-130H","748","4724","63 (passengers:59 crew:4)","63 (passengers:59 crew:4)",0,"The aircraft flew into the summit of Mt. .Othrys at 4,000 ft. while preparing to land at Nea Anghialos Airport.",1991-02-05,12:51:00,63,59,4,63,59,4,"Nea Ankhialos, Greece",39.28015,22.81819
"3700","February 14, 1991",NA,"Near Taisha, Ecuador","Military - Ecuadorean Air Force",NA,"Macao - Taisha","de Havilland Canada DHC-6 Twin Otter 300","FAE447","832","22 (passengers:19 crew:3)","22 (passengers:19 crew:3)",0,"Crashed into the side of Mt. Paso Macunaa at 5,000 ft. in a jungle region of eastern Ecuador in poor weather. Controlled flight into terrain.",1991-02-14,NA,22,19,3,22,19,3,"Taisha, Ecuador",-2.476725521167,-77.391035622773
"3701","February 17, 1991","20","Cleveland, Ohio","Ryan International Airlines","590","Cleveland - Indianapolis","McDonnell Douglas DC-9-15RC","N565PC","47240/346","2 (passengers:0 crew:2)","2 (passengers:0 crew:2)",0,"The cargo plane stalled during takeoff cart wheeled and crashed. The failure of the flight crew to detect and remove ice contamination on the airplane's wings, which was largely a result of a lack of appropriate response by the Federal Aviation Administration, Douglas Aircraft Company, and Ryan International Airlines to the known effect that a minute amount of contamination has on the stall characteristics of the DC-9 series 10 airplane. The ice contamination led to wing stall and loss of control during the attempted takeoff.",1991-02-17,00:20:00,2,0,2,2,0,2,"Cleveland, Ohio",41.5051414,-81.6914575
"3702","February 20, 1991","1524","Puerto Williams, Chile","LAN",NA,"Punta Arenas - Puerto Williams","British Aerospace BAE-146-200A","CC-CET","E-2061","72 (passengers:65 crew:7)","20 (passengers:20 crew:0)",0,"The plane overran the runway on approach and sank in Beagle Channel in the sea.",1991-02-20,15:24:00,72,65,7,20,20,0,"Puerto Williams, Chile",-54.9347152,-67.6111874
"3703","February 22, 1991",NA,"Cazombo, Angola","Fuerza Area Angolaise",NA,"Luena-Cazombo","Antonov AN-26",NA,NA,"47 (passengers:43 crew:4)","47 (passengers:43 crew:4)",0,"Shot down by surface-to-air missile launced by UNITA rebels.",1991-02-22,NA,47,43,4,47,43,4,"Cazombo, Angola",-11.8907729,22.8992888
"3704","March 03, 1991","944","Near Colorado Springs, Colorado","United Air Lines","585","Denver - Colorado Springs","Boeing B-737-291","N999UA","22742/875","25 (passengers:20 crew:5)","25 (passengers:20 crew:5)",0,"While on final approach to Colorado Springs, the aircraft suddenly rolled to the right and pitched nose down until it reached an almost vertical attitude before hitting the ground. Uncommanded deflection of the rudder caused by the jamming of the main rudder PUC servo valve. The rudder malfunction forced the rudder to go in the opposite direction the pilots commanded it to go. First female pilot to die on the flight deck of a major U.S. airline.",1991-03-03,09:44:00,25,20,5,25,20,5,"Colorado Springs, Colorado",38.835224,-104.819798
"3705","March 05, 1991","1615","La Puerta, Venezuela","Linea Aeropostal Venezolana","108","Maracaibo - Santa Barbara de Zulia","McDonnell Douglas DC-9-32","YV-23C","47720/846","45 (passengers:40 crew:5)","45 (passengers:40 crew:5)",0,"The aircraft crashed into the Las Torres plateau in the Andes mountains on a flight from Maracaibo to Santa Barbara de Zulia. The mountain was shrouded in clouds. Controlled flight into terrain. The point of impact was considerably off course.",1991-03-05,16:15:00,45,40,5,45,40,5,"La Puerta, Venezuela",8.37372,-63.60848
"3706","March 16, 1991","143","San Diego, CA","Duncan Aircraft Sales",NA,"San Diego - Amarillo, TX - Evansville, IN","Hawker-Siddeley DH-125-1A/522","N831LC","25095","10 (passengers:8 crew:2)","10 (passengers:8 crew:2)",0,"The aircraft hit rising terrain near the top of Mt. Otay, 8 miles NE of Brown Field at an elevation of 3,300 feet shortly after taking off. Improper planning/decision by the pilot. Failure of the crew to maintain proper altitude and clearance over mountainous terrain and the failure of the copilot to adequately monitor the progress of the flight. Seven members of the Reba McEntire band were killed.",1991-03-16,01:43:00,10,8,2,10,8,2,"San Diego, CA",32.71576,-117.1638173
"3707","March 16, 1991",NA,"Malanje, Angola","Transafrik",NA,"Luanda-Dundo","Lockheed L-100-30 Hercules","CP-1564","4833","9 (passengers:6 crew:3)","9 (passengers:6 crew:3)",0,"The cargo plane was shot down by a surface-to-air missile.",1991-03-16,NA,9,6,3,9,6,3,"Malanje, Angola",-9.5490812,16.3421903
"3708","March 21, 1991",NA,"Ras-al-Mishab, Saudi Arabia","Military - Royal Saudi Air Force",NA,"Koweit City-Ras-al-Mishab-Dakar","Lockheed C-130H","469","4754","98 (passengers:92 crew:6)","98 (passengers:92 crew:6)",0,"Crashed while attempting to land in poor visibility caused by oil fires during the Persian Gulf War.",1991-03-21,NA,98,92,6,98,92,6,"Ras-al-Mishab, Saudi Arabia",28.08083,48.61045
"3709","March 21, 1991","215","Off San Diego, California","Military - U.S. Navy / Military - U.S. Navy",NA,NA,"Lockheed P-3C / Lockheed P-3C","158930/159325","185-5602 /185-5615","27 (passengers:? crew:?)","27 (passengers:? crew:?)",0,"The two aircraft collided at an altitude of 3,000 ft. while conducting training exercises off the coast of southern California. Both planes crashed into the sea. Loss of situational awareness, one crew misunderstanding the others intentions or a previous understanding made by radio contact may have led to the accident. Thirteen aboard 159325 and 14 aboard 158930 were killed.",1991-03-21,02:15:00,27,NA,NA,27,NA,NA,"San Diego, California",32.71576,-117.1638173
"3710","March 23, 1991","1137","Navoi, Uzbekistan","Aeroflot",NA,"Trashkent - Navoi","Antonov AN-24B","CCCP-46472","27307910","63 (passengers:59 crew:4)","34 (passengers:30 crew:4)",0,"The aircraft overran the runway and crashed into concrete blocks. Crew error. Did not follow proper procedures during landing.",1991-03-23,11:37:00,63,59,4,34,30,4,"Navoi, Uzbekistan",40.08458,65.3766517
"3711","March 25, 1991","815","Near Bangalore, India","Military - Indian Air Force",NA,"Yellahanka-Yellahanka","Hindustan Aeronautics 748-2","H1513","551","28 (passengers:25 crew:3)","28 (passengers:25 crew:3)",0,"The plane climbed to an altitude of 150 ft. and then crashed into the ground about half-a-mile from the airport. Engine failure.",1991-03-25,08:15:00,28,25,3,28,25,3,"Bangalore, India",12.9767463,77.5752782
"3712","April 04, 1991","1340","Lake Thutade, Canada","Central Mountain Air Services",NA,"Sturdee - Smithers","Douglas C-47B-15-DK","C-FQNF","26643","7 (passengers:4 crew:3)","6 (passengers:3 crew:3)",0,"The plane crash landed on a frozen lake after the crew flighing VFR, entered a snow storm.",1991-04-04,13:40:00,7,4,3,6,3,3,"Lake Thutade, Canada",56.87917,-126.98333
"3713","April 04, 1991","1210","Marion, Pennsylvania","Private",NA,"Williamsport, PA - Philadelphia, PA","Piper Aerostar 601 / Bell 412SP","N3645D / N78S","6108448162153/0151","5 (passengers:4 crew:1)","5 (passengers:4 crew:1)",2,"When the plane's nose gear indicator light did not illuminate a helicopter was dispatched to verify the nose gear was down. While making the inspection, the helicopter's blades accidentally hit the bottom of the plane sending both aircraft into the ground, killing all aboard both aircraft. Pennsylvania Senator H. John Heinz III was killed in the crash along with two children playing outside an elementary school. Two killed aboard the Bell and 3 aboard the Piper. The poor judgment by the captain of the airplane to permit the in-flight inspection after he had determined to the best of his ability that the nose landing gear was fully extended. The poor judgment of the captain of the helicopter to conduct the inspection and the failure of the flight crew of the helicopter to maintain safe separation.",1991-04-04,12:10:00,5,4,1,5,4,1,"Marion, Pennsylvania",39.865199,-77.698727
"3714","April 05, 1991","1451","Brunswick, Georgia","Atlantic Southeast Airlines","2311","Atlanta - Brunswick","Embraer 120RT- Brasilia","N270AS","120-218","23 (passengers:20 crew:3)","23 (passengers:20 crew:3)",0,"Just after turning onto final approach, the aircraft suddenly rolled left until the wings were perpendicular to the ground and crashed in a nose down attitude 2 miles short of the runway. Malfunction of the left engine propeller control unit which allowed the propeller blade angle to go below the flight idle position. Contributing to the accident was the deficient design of the propeller control unit by Hamilton Standard and the approval of the design by the FAA . Texas Senator John Tower, 66, his daughter and astronaut Manley ""Sonny"" Carter were among those killed.",1991-04-05,14:51:00,23,20,3,23,20,3,"Brunswick, Georgia",31.168992,-81.50248
"3715","April 19, 1991","1156","Off Nuka Hiva, French Polynesia","Air Tahiti",NA,"Hiva Ou - Nuku Hiva","Dornier Do-228-212","F-OHAB","8196","22 (passengers:19 crew:3)","11 (passengers:10 crew:1)",0,"Crashed into the sea after taking off from Hiva Ou and experiencing engine failure. The crew didn't recognize the failure and concentrated on the low oil pressure warning. The approach was abandoned at the very last moment it was decided to carry out an unprepared ditching. The crew's performance may have been impacted by alcohol consumption.",1991-04-19,11:56:00,22,19,3,11,10,1,"Nuka Hiva, French Polynesia",-8.86215,-140.13221
"3716","May 09, 1991","237","Sulawesi, Indonesia","Merpati Nusantara Airlines","7533","Ambon - Ternate - Manado","Fokker F-27 Friendship 600","PK-MFD","10399","13 (passengers:8 crew:5)","13 (passengers:8 crew:5)",0,"Crashed into Mt. Klabat in heavy fog while descending for a landing.",1991-05-09,02:37:00,13,8,5,13,8,5,"Sulawesi, Indonesia",-2,121
"3717","May 13, 1991","1319","Grand Canyon, Airzona","Air Taxi - Air Grand Canyon Inc.",NA,"Local sightseeing","Cessna 207A","N6280H","20700463","7 (passengers:6 crew:1)","7 (passengers:6 crew:1)",0,"The airplane crashed into a wooded area about 8 minutes after takeoff. Detonation (or pre-ignition) in the number 1 cylinder, which resulted in erosion (burning) of the number 1 piston and subsequent loss of engine power. A factor related to the accident was: the lack of suitable terrain for an emergency landing.",1991-05-13,13:19:00,7,6,1,7,6,1,"Grand Canyon, Airzona",35.97391,-113.76892
"3718","May 15, 1991","920","La Poyatta, Colombia","ADES Colombia",NA,"Villavicencio - Miraflores Guaviarel","Douglas C-47B","HK-3177","26775","14 (passengers:11 crew:3)","13 (passengers:11 crew:2)",0,"Eight minutes after takeoff the No. 2 engine failed. The pilot turned back but crashed 1 mile short of the runway. The passengers were told to throw out cargo after which unfortunately they all moved towards the tail leading to a loss of control.",1991-05-15,09:20:00,14,11,3,13,11,2,"La Poyatta, Colombia",4.1891096,-73.5797905
"3719","May 23, 1991","1306","Leningrad, USSR","Aeroflot",NA,"Sukhumi - St. Petersburg","Tupolev TU-154B-1","CCCP-85097","97","181 (passengers:174 crew:7)","13 (passengers:13 crew:0)",0,"Undershot the runway and broke in half after a hard landing. Crew error. A rapid rate of descent, leading to landing gear failure. The accident happened durining daylight in a rain shower.",1991-05-23,13:06:00,181,174,7,13,13,0,"Leningrad, USSR",59.93863,30.31413
